property_type,n_rooms,dist_centre_km,outdoor_space,near_underground,intercept,beta_house,beta_room,beta_dist,beta_garden,beta_terrace,beta_balcony,beta_under,premium,monthly_rent_gbp,listing_type
Flat,4,0.04980066673638775,Nothing,1,7.503922217318583,0.26268616165084324,0.20426468551811794,0.004373456739907855,0.09112122924982263,0.07742694287940896,0.05218622294046547,0.13708279525631312,0.0,5021.267280098378,Owner
House,4,7.526432533147345,Terrace,0,7.543238198671983,0.15177016918645825,0.1326094444705181,-0.02876744193633574,0.1604895014189908,0.055996444281529695,0.05219590973005084,0.13273930361782807,0.0,3842.094184940428,Owner
House,3,3.0877279100668584,Terrace,1,7.456924135464617,0.20554221736687175,0.18783570344858652,-0.06687400327682803,0.10305591685913834,0.0849579355934309,0.045492710336052206,0.11827414362721532,0.0,3525.151044004692,Owner
House,2,22.477339135588927,Balcony,0,7.534894912564649,0.2607081865768892,0.1338867836791134,-0.031027767828334375,0.15286032598323923,0.12925937375433938,0.08575122491321195,0.06723061705982264,0.0,1564.5688884795861,Owner
House,1,3.3008069738118766,Nothing,0,7.500306991830588,0.20020399533679994,0.20170177812162077,-0.020823366511198108,0.14209655351753253,0.11546884265331869,0.047488461204523644,0.09050774650915595,0.0,2183.7033472044736,Owner
Flat,4,21.674167921601967,Nothing,0,7.470554740468561,0.19429882894995518,0.17127365133156672,-0.03134570113348411,0.17037428326314585,0.12935266336084106,0.016413616148504943,0.1363929309993755,0.0,1619.5938645012955,Owner
Flat,5,7.023704510181924,Nothing,0,7.513863104227898,0.1892766373156872,0.17823391759849477,-0.0971067415967137,0.14093863501530407,0.11566427637801807,0.03819410432090814,0.10425150740919714,0.0,2044.6779101099696,Owner
House,3,1.4291182327326566,Garden,0,7.505971790867204,0.19458824954712778,0.05028383379583476,-0.07181411527474606,0.14011656640958725,0.06688990514408893,0.05536084150431427,0.16957988619945083,0.0,2801.97168494524,Owner
Flat,2,3.8652284354302098,Nothing,1,7.481993493685236,0.24118545424029592,0.22795733375629357,-0.057425559066545145,0.17195612112864886,0.09007632327017329,0.08687644352891152,0.11179953518183117,0.0,2381.2462689475456,Owner
Flat,1,24.227070263269304,Nothing,1,7.5020940625497,0.13364414266011482,0.16811795614814212,-0.052233002873001394,0.16005174087252352,0.07659402612647612,0.06809284054846501,0.10576147349470096,0.0,649.4787065885587,Owner
House,6,9.74314046792972,Garden,1,7.488440592094147,0.24600301103888977,0.13514661792926652,-0.03137983707347966,0.15948467871548333,0.1399172471211712,0.024483941637588685,0.09072650607392496,0.0,4600.450728541155,Owner
House,3,0.5121955677309854,Garden,0,7.503405520357537,0.15728128542649567,0.18225765573134886,-0.044668969972002384,0.16407802769425578,0.06409634060721066,0.12455569750036674,0.10400622714346848,0.0,4164.674406072195,Owner
Flat,3,6.127208040387446,Garden,1,7.519863920235632,0.19200043012296758,0.13276798954578817,-0.09006033076130304,0.10393283630378683,0.12681093068167332,0.05794325932933939,0.09542590490858369,0.0,2379.172879188166,Owner
Flat,1,2.1200264949748577,Nothing,0,7.547580504484361,0.18712266739104016,0.19105453850563414,-0.03859406446982111,0.17270366039960944,0.12678861610326309,0.08826172213997044,0.12124326030065771,0.0,2280.0971342411526,Owner
Flat,2,0.03503375967362231,Nothing,0,7.462865535035195,0.2176565980931216,0.10527178348409907,-0.03168242764148531,0.16837406382040807,0.15488860605148264,0.045448566992683126,0.12870106950383753,0.0,2242.844488442114,Owner
Flat,3,2.5832206677789116,Nothing,1,7.563991001239688,0.1520562694434876,0.16569564958452723,-0.03320628656206881,0.11949950614270508,0.08770940222111509,0.06600077734116348,0.07642031618476153,0.0,3559.3027490447325,Owner
Flat,4,1.3377923965883423,Garden,0,7.441437366014325,0.2138651799824583,0.15254703571221928,-0.017576578233361353,0.14267758578977396,0.12136966478740487,0.07518405513555214,0.06006301139326667,0.0,3460.616922857576,Owner
Flat,1,8.54268123052189,Nothing,0,7.495446447148932,0.26072928869860557,0.10065876150715156,-0.024982335363532882,0.14882078137117105,0.16844955509616527,0.08654584135262769,0.04491383880690111,0.0,1850.2173091272052,Owner
Flat,2,2.0573953452121447,Garden,0,7.517649516194537,0.1591047798622157,0.12821672415788554,-0.036224597623146906,0.145965096467948,0.08147074969198911,0.08172104916134676,0.11523973980737631,0.0,3156.14619670686,Owner
Flat,1,8.787477040994844,Balcony,0,7.508429756032051,0.20569118502831188,0.03910241482374606,-0.05210497134375942,0.16001579899705604,0.053948792574029215,0.07616591000218934,0.0668990018147838,0.0,1226.285929692635,Owner
Flat,3,0.0029905883575644283,Nothing,1,7.481319014405382,0.18014053466610175,0.1480649941335682,-0.09982882800547974,0.1929410034549355,0.043599698982767096,0.040547398064176746,0.03541328221142552,0.0,3701.8935937392525,Owner
Flat,4,1.8395400680797123,Garden,0,7.493756332489282,0.21277661618579108,0.13480149129672228,-0.03711145342602243,0.18245300183018487,0.12138136086583995,0.03284761874131816,0.11165735813592893,0.0,3732.1467432999716,Owner
Flat,5,1.3798559947031106,Nothing,1,7.485209971960235,0.20057443332247257,0.1565713700956688,-0.04376936938510667,0.11063342419705781,0.043505493758242496,0.05997822530972593,0.17478998552298372,0.0,4601.441892407664,Owner
House,3,1.330042329500564,Garden,0,7.482319057291674,0.18075539272867072,0.13439773258042212,-0.041852634884138804,0.16866209970918145,0.08883042841186232,0.07799384217023209,0.09981787265380321,0.0,3576.4851496115407,Owner
Flat,4,0.35311360073131415,Nothing,0,7.525488062910631,0.21463616854613224,0.1346671413470313,-0.08830245727460928,0.1898679995860623,0.11311939561116882,0.043318378976701793,0.12515472323354926,0.0,2881.140681464177,Owner
Flat,5,1.0358851762558428,Terrace,0,7.510710464578952,0.2541304432936023,0.16998852126801242,-0.08243169621224787,0.16160425562067607,0.10555526610489743,0.0819551589714316,0.10245488075642696,0.0,4606.837912854942,Owner
Flat,2,4.0545837427483145,Terrace,0,7.47921271214218,0.19427288624818106,0.07978692729767967,-0.0184054144000129,0.182729412755579,0.11276334592552517,0.09357850236458538,0.09703331040426573,0.0,2284.5576962407604,Owner
House,2,1.7220457637370563,Garden,0,7.5269879962629975,0.22159273826444548,0.19916445544893702,-0.051186654615699656,0.21036811337102296,0.10666869567402562,0.022510372427797413,0.12757229448963306,0.0,3935.7276084153814,Owner
Flat,4,2.7012273932976782,Garden,1,7.5092189856262985,0.1612018112638651,0.1865754105316239,-0.02955497907882127,0.18071128638320944,0.1383659743994018,0.024892378886111607,0.09129176367434047,0.0,4444.5068781552245,Owner
Flat,3,2.3649755390741216,Nothing,1,7.524385863565168,0.17130690869545975,0.16226654996860398,-0.04915044871608617,0.15747925786925185,0.0714305085778361,0.04578874823283991,0.10802176942215709,0.0,3056.8915389890253,Owner
Flat,3,10.433536366477671,Garden,1,7.518888865257709,0.21417218833641133,0.15619018378549182,-0.049107315815127645,0.1813526542225426,0.07969014584624406,0.05922838004567589,0.10965093418588041,0.0,2123.2529079502583,Owner
Flat,3,11.785153543676273,Nothing,1,7.475130149672338,0.24452348085607895,0.1960584512964933,-0.021851485820720072,0.15434663499290674,0.07682021664187529,0.03426298958698848,0.07995728639070854,0.0,2840.261714057915,Owner
Flat,6,3.395797052316041,Nothing,1,7.483194568794091,0.2106684004635698,0.12022592670252283,-0.06548134184652121,0.15071709129854866,0.1249057543558783,0.09056608036601432,0.1297612704860957,0.0,3973.5450145192954,Owner
Flat,2,2.0035517767770354,Garden,0,7.522418808153698,0.19060825908430537,0.09463347977468466,-0.047116376691770503,0.13945757292858801,0.12701195765185191,0.06272200584555354,0.09475120729913775,0.0,2265.127751145227,Owner
Flat,4,0.564727735982155,Garden,1,7.518311107963004,0.19997874216270065,0.12791963341845264,-0.06386825866115128,0.19690240076496324,0.11353675957955525,0.05118341144722219,0.07732764521521467,0.0,3989.3714536695643,Owner
Flat,3,15.331082645374593,Nothing,0,7.4993729521810755,0.16248776798090847,0.17668629165908364,-0.06303488682296947,0.12544714002173996,0.13550481000669784,0.006922714283944177,0.11609529530711211,0.0,1169.7423568083477,Owner
House,2,0.31058431806089415,Nothing,0,7.503519821499263,0.218135459790661,0.06993823063615741,-0.059275163704059185,0.19597103174034347,0.06465877397870859,0.010525525507174789,0.07304596054626888,0.0,2414.2250224362338,Owner
Flat,3,1.7666190945233522,Nothing,0,7.538329946873652,0.2264699918697023,0.15543176275978865,-0.04333598685098862,0.16499592371221114,0.1500167233465341,0.05843027750845419,0.10084543472107385,0.0,1888.204850680858,Owner
Flat,5,1.7695809153208517,Terrace,0,7.482252858334925,0.1864372900150076,0.29090222784900455,-0.06436245864990432,0.10802081475594175,0.14569715865136776,-0.013977868784645076,0.0997264301006739,0.0,8342.600489777997,Owner
House,3,1.9312639084102636,Nothing,0,7.516412921435101,0.18589873556721498,0.1872805968982747,-0.012327316232794379,0.16102947878974264,0.12206865991737241,0.08037912228932215,0.13257686697494736,0.0,3665.6392456222397,Owner
Flat,1,0.8973491936835555,Garden,1,7.493934220426983,0.20797634688956146,0.15131515174346616,-0.07683821906658511,0.08699920477045128,0.15345396726313182,0.045255384668830397,0.11424094698639858,0.0,2832.8292384725883,Owner
Flat,5,7.643010617979017,Nothing,0,7.493469563903183,0.18689840791878215,0.08815945178756882,-0.05560614932484077,0.16876524050493108,0.050301303769666794,0.147292789087842,0.09924919123764568,0.0,1718.4960795998168,Owner
Flat,6,0.6533794356954463,Nothing,0,7.5329633055596155,0.19801602156122533,0.18260765921300381,-0.06319193174822525,0.17655694448966971,0.08426655591212046,0.11923748751848331,0.12453298897600862,0.0,5112.836656978838,Owner
Flat,4,5.038011148725333,Garden,0,7.524762490469641,0.26299165367499544,0.1566177923095128,-0.006590663469388018,0.13222932133043838,0.07794089617954143,0.0445565279225745,0.1417062264705194,0.0,2902.4727076148456,Owner
House,6,0.6610671744528562,Garden,0,7.524405289080019,0.1925892289776201,0.10589223677637367,-0.04410335670465276,0.15370643087866748,0.1216443797127203,0.04680988992406056,0.11673430919055587,0.0,3257.7143147306,Owner
House,6,0.3657340658065671,Garden,0,7.5391643642146295,0.18924979543936335,0.0998150185075073,-0.019044663815940957,0.2086247230125086,0.06849577781193564,0.0798674454200609,0.10031057859530143,0.0,4821.94532166616,Owner
Flat,3,12.00813383357463,Garden,0,7.500630115248983,0.18057374583094524,0.2013198165067318,-0.09456681119110916,0.1348275988721419,0.12272485448012457,0.10109517829754114,0.06064491302949522,0.0,1194.7241543356731,Owner
Flat,4,1.0544000735833898,Nothing,0,7.520458589138849,0.2223257591449981,0.16239284790384317,-0.04198849202392224,0.11823277238830199,0.1411160843199014,0.0008591282769195019,0.06804659010773884,0.0,3122.443422120083,Owner
Flat,3,8.608839810390341,Balcony,0,7.490691997302196,0.19456327480345692,0.18223869416887378,-0.023311076131296894,0.19444990207387797,0.12085608700251999,-0.003591263960640592,0.09084325886935998,0.0,2597.416376484251,Owner
Flat,8,3.9332345832133426,Garden,1,7.509724990574654,0.18051880885035723,0.1925592957058499,-0.04753148032173728,0.20887761571592384,0.10851253070984504,0.031338955833368556,0.08171463393522152,0.0,9097.32457672482,Owner
Flat,3,0.40527224443641235,Balcony,1,7.496095708368969,0.23963912096819037,0.15464859469514924,-0.01803558874803947,0.15011087015543542,0.07036379977297753,0.06748212749521593,0.09439086091043662,0.0,3812.1372894189185,Owner
Flat,2,15.555512648309408,Nothing,0,7.502909878949781,0.24258809013540913,0.15106547987254898,-0.06551865350301117,0.18034389106225068,0.07459447101623906,0.06490620771522791,0.10169949774691323,0.0,871.2548895392405,Owner
Flat,5,1.418192407260406,Nothing,0,7.517854710763108,0.18198729302783886,0.14550511782262704,-0.007719576794432609,0.19024427746592643,0.1374885671589,0.0820931436495155,0.11589078263070193,0.0,3708.4422942029955,Owner
Flat,5,9.817914060771102,Terrace,0,7.475453379502996,0.1440038014591815,0.13632375505458277,0.018966943708577502,0.12772547302384848,0.12338047011715997,0.014009074149040755,0.09788503665822727,0.0,4177.9840058071495,Owner
Flat,5,0.9244843851385582,Garden,1,7.562771618270564,0.23022541069510769,0.14579426026285608,-0.060885156813189775,0.13544082493896395,0.09882941441867368,-0.019484315889066295,0.11459504931478606,0.0,4907.072034365376,Owner
House,4,9.618787577866016,Nothing,0,7.469819478555009,0.17946110522719988,0.17380622232320342,-0.06336507564202315,0.18692623539464204,0.08746271362702329,0.07574042585906436,0.10193423244430361,0.0,2503.002473444668,Owner
Flat,4,0.06658546538187224,Nothing,0,7.4635743416163685,0.22371876797488308,0.15683891181771495,-0.006398465686468978,0.20055042836125528,0.0392257638066587,0.025154111811042965,0.04073600300938387,0.0,3155.9923889679194,Owner
Flat,2,3.584950451087789,Garden,1,7.534743326205002,0.14089688546864496,0.1961200177520817,-0.0026128356280786316,0.16688642580523064,0.06787442743946684,-0.010554635931659131,0.07181993818543737,0.0,3232.760330752388,Owner
Flat,4,7.336276672151887,Garden,0,7.5237498808188885,0.2267779201489793,0.14639457372523376,-0.06568580081459804,0.12360556939493837,0.1573425726141917,0.05435191237878145,0.09567737332835154,0.0,2174.152071305586,Owner
Flat,6,13.651135311510124,Garden,0,7.518723594511565,0.16366484212157656,0.1572307934461603,-0.06260560451287572,0.2096118333509832,0.06158633286992601,0.07379527064656033,0.06370915771476679,0.0,2682.3665109187837,Owner
Flat,3,11.995597600774017,Garden,0,7.518850365277928,0.22192292357199575,0.15913935837392942,-0.058453538265815216,0.13407087306564106,0.10568439463663243,0.046338286036361684,0.11799786189988615,0.0,1621.891104202424,Owner
Flat,2,8.563582693298919,Terrace,1,7.4996325968145925,0.20042819203509304,0.15607796850298702,-0.09033351533102832,0.13994586656485644,0.13022331919585595,0.036264548414525324,0.14592252497031094,0.0,1588.0605308971271,Owner
House,3,10.954831739603526,Nothing,1,7.473082368855425,0.17138181741810066,0.16558930895979096,-0.07755955839452594,0.16027013503468865,0.062352319959931235,0.045219133035622805,0.13656285555091952,0.0,1573.523298280881,Owner
Flat,5,1.1108431699845904,Terrace,1,7.502274136745812,0.1877889106121966,0.12765838057947512,-0.08012422300256204,0.1966248126214432,0.10554131424343251,0.03888251712797652,0.09359671387209377,0.0,4107.418049270151,Owner
Flat,2,1.6716627069951087,Nothing,0,7.479685148654637,0.22058955370870104,0.15075115249027404,-0.07303392695312386,0.1756192792965667,0.12813746612531965,0.009558586641794993,0.14472178410549857,0.0,2063.097917477859,Owner
Flat,1,1.7051929070598755,Terrace,0,7.529253592002533,0.20317683359345703,0.10295826100087577,-0.05104054662160344,0.1624459650108573,0.10037497965721752,0.028559579690287048,0.10446002371606335,0.0,1840.7949455758237,Owner
Flat,7,2.3664766527883927,Nothing,1,7.495588278554936,0.21753238941417455,0.14212095452412826,-0.04297355802390438,0.1638986559035432,0.18605209167000306,0.06563839715041443,0.08988742086645883,0.0,3535.537865730211,Owner
House,5,2.4987745740289817,Nothing,1,7.475235084096225,0.2592932175354646,0.14925074514509828,-0.0034849852155776975,0.15130544005930396,0.04994202223365415,0.059650356241295006,0.08159792009377181,0.0,5285.560800024946,Owner
Flat,5,3.932405144174518,Garden,0,7.4903584247504105,0.15307275164866846,0.1608915075107803,-0.07995062122216373,0.1667441854355552,0.13176185589651637,0.05504179417900461,0.09092590940535615,0.0,3464.9471786396844,Owner
Flat,3,0.8710512926934543,Balcony,1,7.512387943628268,0.24851637724905873,0.21939788852015996,-0.02047032804570249,0.0741131976691709,0.09481594787810607,0.02014554554439862,0.08835469544376315,0.0,3420.3013663349784,Owner
Flat,1,5.87606292773439,Nothing,0,7.483088263415881,0.2031306781256964,0.15674317631319465,-0.05641966532676527,0.14110177622790604,0.12315760464510025,0.04455490513592999,0.10511248667126463,0.0,1808.0374789170266,Owner
Flat,5,0.9170099370718936,Garden,0,7.475333388133007,0.17303647855030616,0.1700353693738994,-0.05148391128957299,0.15723965804750342,0.11323921455097738,-0.01531195139328563,0.10481721943149594,0.0,4364.101594062607,Owner
Flat,4,1.857554284363616,Balcony,0,7.507310616344757,0.16009059122783031,0.15037833924887195,-0.02975541523500189,0.11546957749141479,0.07800531408670011,0.0553542999165617,0.10009138060460245,0.0,3545.3918116864875,Owner
Flat,5,3.499299609455716,Terrace,0,7.507348997133262,0.194326388276689,0.15936777132472368,-0.08368166064686897,0.1615896995343468,0.10686989177378022,0.09286573123440703,0.1131081450923905,0.0,3101.643987214736,Owner
Flat,3,7.958986178905575,Nothing,1,7.484791704738866,0.2276495033577338,0.0914134986077808,-0.03852770761447848,0.14386586337041635,0.04426295645805139,0.0057760360387368315,0.13571938824359026,0.0,1899.3511024919947,Owner
Flat,2,6.72517159096781,Terrace,0,7.485868850831451,0.196173526388674,0.12972799914963062,-0.04500643375360832,0.2026642709494647,0.11809742501714182,0.032422169800467346,0.1284866240632397,0.0,1823.9021382498247,Owner
Flat,2,5.185719264139445,Nothing,0,7.506961498120729,0.24533464790742043,0.14029890633483302,-0.03522646207975553,0.19719059175644568,0.10894475397971577,0.05987320336130389,0.0554530609465029,0.0,1875.08902965908,Owner
Flat,4,0.8466708593202987,Terrace,1,7.45655746975508,0.15646472929845323,0.14830246754803308,-0.04132494068276546,0.13602583292645512,0.11915980505929308,0.08758527903282451,0.023382365952941367,0.0,3022.814503371789,Owner
Flat,3,3.9598162960307586,Nothing,1,7.457776086768703,0.19963733156461838,0.07819104082382937,0.02365900419732682,0.14547486865299913,0.1317435497526145,0.03655326151099552,0.12802959733717822,0.0,2733.5757087950424,Owner
Flat,6,0.4575428353977252,Terrace,0,7.478446673362427,0.16242819666760644,0.11181619304268238,-0.06913219952753948,0.14778157303174821,0.11102859520629133,0.029232490122023114,0.05899363904753738,0.0,2828.3572418663675,Owner
Flat,1,2.368959392421717,Nothing,0,7.493596585448644,0.21090895647874905,0.132262164419488,-0.06592990865005453,0.13645021571521132,0.10444268259394829,-0.009067694272482489,0.0932570379432195,0.0,1683.527595985134,Owner
Flat,3,2.668053979617064,Terrace,0,7.50932722696794,0.226606621702919,0.23597555156014935,-0.06869421579274293,0.1558507495208438,0.07356794990016124,0.0531031438792432,0.06489660921821921,0.0,2926.4592936677614,Owner
House,5,0.2031279828179502,Nothing,0,7.544260686508487,0.1873771461895684,0.13765674262912267,-0.06666431357480765,0.1272515379333723,0.07863337709052848,0.11126228120431232,0.045940586872599415,0.0,4131.804536584727,Owner
Flat,3,1.600944361885238,Nothing,1,7.525729788696061,0.12187358430118599,0.1489026358441713,-0.06912161381919553,0.1160815399518742,0.13560203860531994,0.05832075385894028,0.11624388184614365,0.0,3032.774871955032,Owner
Flat,3,15.578152791345701,Terrace,1,7.495201844101097,0.20596844440389483,0.1219201491288271,-0.014329504066773448,0.16868133671700805,0.14309006217117937,0.0493316306244886,0.12277465480907941,0.0,3747.144842099237,Owner
Flat,6,15.35579410874071,Garden,0,7.499429513762919,0.2131021565520053,0.15751390633739912,-0.007384872560304359,0.16888588752665432,0.09285668691063838,0.059662469323009566,0.08270468797819842,0.0,4326.988541780545,Owner
Flat,5,2.171847116966015,Garden,0,7.469924119060866,0.21212884264885093,0.13267855764179357,-0.0671223888124843,0.12587052721020023,0.10138008241759823,0.04966723988154194,0.022268731235652706,0.0,3451.9159225769627,Owner
Flat,5,0.2202825002621114,Garden,0,7.499444605920228,0.23707346575466465,0.12354224523737954,-0.07497066719312687,0.17686066292287797,0.07286156875018703,0.02560956883219611,0.08361266655242552,0.0,4624.698975126584,Owner
Flat,2,0.9867390743107394,Nothing,1,7.491340240832396,0.16786838961052855,0.15101121026293426,-0.03585753330840788,0.13105266812504004,0.13518270535802335,0.07469839747033116,0.1117541201620764,0.0,2347.717432467418,Owner
House,5,2.4896933703682147,Garden,0,7.5096815568101425,0.2204064831635135,0.014735814934150687,-0.06656669132842914,0.15759495714113944,0.11996250471075337,0.056772845693352635,0.05563265293677615,0.0,2324.1426171381518,Owner
Flat,4,14.761419659569102,Garden,0,7.47518307169343,0.23577522537433926,0.024657906069410013,-0.03101204546733468,0.17461032037837368,0.15823652309391248,0.050528397558009724,0.10550079759337468,0.0,1354.3983396071446,Owner
Flat,3,0.761090612731614,Nothing,0,7.515580395427235,0.1466423724798045,0.1252433333657089,-0.043912309374461014,0.1489916230588886,0.07365030768460784,0.020739019181652506,0.09954070452481013,0.0,3595.0125097186205,Owner
Flat,1,7.209370327744139,Balcony,0,7.545982167390077,0.20958955477756933,0.07166251715351722,-0.09547232344991696,0.16364222736423403,0.0886597630294535,0.08910523795804277,0.11737874498803266,0.0,1221.583716330654,Owner
Flat,2,0.5752730898596463,Terrace,0,7.496737195546294,0.18487460506976985,0.10403284693341103,-0.003574843960098155,0.13450711068337284,0.10694337767576717,0.0699410823599933,0.1035874110524246,0.0,2464.9422040790023,Owner
Flat,4,19.884828678910107,Garden,0,7.512051351662969,0.19755431980695062,0.13832942581652538,0.0038763301928656443,0.14410600249715708,0.11939468613177312,0.03341237487898094,0.07080793177355334,0.0,3819.1573350693156,Owner
House,3,2.403232311918166,Nothing,1,7.520704319751333,0.2104302945061501,0.17787910286597103,-0.06838366071453159,0.14382421707358978,0.09352997087357104,0.08005474561045811,0.13589714504993475,0.0,4040.350392026068,Owner
Flat,2,7.4634890777812934,Nothing,1,7.487963385843425,0.18538314307659345,0.154667956860941,-0.06163104679807953,0.12760264960379283,0.07381116728638899,0.03507287484844379,0.0952441128091909,0.0,1993.766607134557,Owner
House,1,2.097245267582794,Nothing,1,7.506722774454312,0.17972875762515167,0.1507698576128435,-0.041424038278252855,0.14469677510652654,0.12644222586770715,0.026539895224668895,0.09918086381470205,0.0,2237.6742954818096,Owner
House,2,4.939858527310383,Terrace,0,7.5003777720234535,0.20102457252464076,0.13401694377174717,-0.039966296300389254,0.1035414510340876,0.12163406087636745,0.02720890647559139,0.07200196122780413,0.0,2851.204697886168,Owner
Flat,2,1.0660656375783344,Nothing,0,7.502930282956465,0.16738262183411592,0.20974455489078814,-0.03024367181981509,0.13526538758573686,0.07251177698308826,-0.0031320565926427277,0.0867015324642547,0.0,2844.6036301660893,Owner
Flat,4,0.7892434912818771,Garden,0,7.476809706484336,0.16742524613344445,0.14308098206383887,0.010306136162990483,0.14145373519890986,0.1406632840331649,0.06414627141254617,0.07345591857919298,0.0,4044.876394346718,Owner
Flat,3,13.90827969287196,Garden,0,7.500735305227768,0.2203811984886951,0.09757097211489557,-0.05530841682482149,0.1423146074251386,0.1351059612758981,-0.004934346350150498,0.09481161820229732,0.0,1289.2428820428433,Owner
Flat,2,12.48371883853331,Garden,1,7.514939948737363,0.16553617894524034,0.15800240386950026,-0.07394891733615361,0.14275507662387663,0.10402889491743379,0.013146685062027125,0.1513512544042703,0.0,1423.1272905640926,Owner
Flat,4,10.922630042230313,Terrace,0,7.543534308233851,0.21998937502727636,0.10560515229428502,-0.09137957684043582,0.14814707400419613,0.1023879358712811,-0.012267640272355995,0.05884296571205932,0.0,1089.8167985957607,Owner
Flat,4,4.909928943261176,Terrace,0,7.528778124782556,0.21387773878561855,0.13888748700779205,-0.07192790119825757,0.1643832455425819,0.11662173313347722,0.04741790921627321,0.051593158063697776,0.0,2954.247492958001,Owner
Flat,3,8.258289084967904,Terrace,1,7.564595473725347,0.14822579813628212,0.150448045474794,-0.05099380918621391,0.17623551222397568,0.07414890789231227,0.04549038619184384,0.14413510982480826,0.0,2927.612875983324,Owner
Flat,7,0.3576783847021495,Garden,1,7.476979573113359,0.17967306042993036,0.19140281465216913,0.003836735905533628,0.13050704319455197,0.10090094437492247,0.04019911360440908,0.09372028968544402,0.0,6136.437001159351,Owner
House,1,2.038255291967881,Terrace,0,7.52616961910162,0.23582328209142117,0.14961027431153126,-0.06552833897108515,0.11390397433832566,0.0354284936617246,0.018722669159882716,0.0799278178402025,0.0,2852.3521013991985,Owner
Flat,2,1.8822249106318525,Nothing,0,7.505500260172151,0.17056503406580956,0.16555149994597695,-0.04328636145083305,0.1187386676327069,0.12629366936508807,0.014832987396900803,0.1311971406218823,0.0,2848.64556240289,Owner
House,2,5.048137477576721,Terrace,0,7.56569408799653,0.18606787213071838,0.2772860568425449,-0.050492686882182565,0.13538391236415218,0.05315520332674423,0.06393109590639723,0.08183153380789408,0.0,3418.669884360606,Owner
Flat,3,2.1999549294118883,Nothing,0,7.475751051439345,0.21386182679755691,0.10992948034062675,-0.014348201796557485,0.13944236046550473,0.14510259485286997,0.03348344204874537,0.1547802914064081,0.0,2757.570461296593,Owner
Flat,3,0.8038187163035273,Garden,0,7.474808344734576,0.22350171527847787,0.13203558754630512,0.025807972776208637,0.12690011801407627,0.0900963971810065,0.05949074964608435,0.12033777614017807,0.0,3069.7995590600267,Owner
Flat,2,4.5374859855645395,Nothing,0,7.48201822063668,0.19245383341866515,0.1428961159147227,-0.06592606318760963,0.11111650007250316,0.0936499905420647,0.02344253941627333,0.08536265775562893,0.0,1621.302103948325,Owner
Flat,2,8.420374140282519,Terrace,1,7.436283128270706,0.18207469415925076,0.14489969918523446,-0.06468318327554667,0.13631637517577436,0.08116798281746485,0.05543188228313247,0.1647192463979651,0.0,1664.0746414513246,Owner
House,1,2.4073333535811168,Garden,0,7.4842273493495775,0.24267109585095525,0.14412109178333188,-0.018675173687927843,0.15544279860341914,0.09135883378233771,0.08909834111948192,0.08182855230989985,0.0,2986.0302901883824,Owner
Flat,5,0.7093659592899565,Garden,0,7.477226020153389,0.2521669899139274,0.20065800606455908,-0.029543255311210662,0.16785088397506692,0.1425559403544411,0.0675849740117835,0.12226286116027921,0.0,6291.320655700661,Owner
House,2,1.0950617157946794,Nothing,0,7.504511813594286,0.22936574152345388,0.1667619130682844,0.005401219772081002,0.13327730840675037,0.02536574030394763,0.03762758545350559,0.10897877741219476,0.0,3106.2130194133606,Owner
Flat,6,1.3556543794021754,Nothing,0,7.510252679273314,0.20255954427695072,0.15729313461215422,-0.03248215444022108,0.13761006533569697,0.13830896158264563,0.05771596911067782,0.13905223868196395,0.0,5121.263670899975,Owner
Flat,2,1.7826432945840842,Terrace,1,7.556285125176476,0.17575202835077222,0.1355981597480522,-0.06077876272361179,0.12219905073458068,0.11014070443305125,0.04278004476409361,0.1468453359018056,0.0,2844.018376749805,Owner
House,2,5.147228148503714,Garden,0,7.528512715145581,0.17508666780330306,0.18128801439953296,-0.03228035507923073,0.1490568248887567,0.06378935056428353,0.05023640554084185,0.100960124471973,0.0,3588.2454020542664,Owner
House,1,4.593286205970265,Nothing,0,7.482692890330128,0.21567542315797272,0.22227873639714635,-0.016738892582512772,0.12454714097427555,0.06774062820852286,0.0402316684355449,0.0773974638896145,0.0,2403.152290732258,Owner
House,3,5.954951573057113,Nothing,0,7.473047559859549,0.21255194662666052,0.18084991890915364,-0.025385534564079083,0.167193834397236,0.1502917908162461,0.04506994382343827,0.1137991642881735,0.0,2833.1525302088226,Owner
Flat,2,2.2510205747250507,Terrace,1,7.514757575145195,0.2420479577883929,-0.022999651850707237,-0.03478177906678107,0.09642400524197667,0.07163479360171807,0.05636280059222526,0.07966853890743683,0.0,1797.1160913165909,Owner
Flat,2,8.686289712209756,Terrace,0,7.460393003789381,0.2195135027760842,0.15955672513521527,-0.017999759312325385,0.13921110982642612,0.06539948468212123,0.020199239012541483,0.1604016174257987,0.0,2099.273835264839,Owner
House,6,1.1413311314114352,Garden,1,7.554943762975631,0.15490759094720546,0.08159605665957224,-0.01492113228662982,0.15903322017575225,0.1341194362709419,0.019523635190300655,0.10409605993248212,0.0,4035.8651870781905,Owner
Flat,3,3.1653499900349047,Nothing,0,7.535383203621639,0.23155842853168757,0.13010483773983028,-0.008535230268874192,0.15551503548967513,0.11015658628857743,0.008343723385063673,0.08904035346063674,0.0,3091.349895937337,Owner
House,7,8.07071284853173,Balcony,0,7.485924730436859,0.17005818118056762,0.08615349779643927,-0.030538703372310724,0.23079100991941487,0.07186223270390804,0.001991866864888704,0.10554040917594726,0.0,3206.3815300656706,Owner
