property_type,n_rooms,dist_centre_km,outdoor_space,near_underground,intercept,beta_prop,beta_room,beta_dist,beta_outdoor,beta_under,premium,monthly_rent_gbp,listing_type
Flat,2,5.231244208494754,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2148.9847474223516,Owner
Flat,4,2.7147624950379514,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3082.9002782858324,Owner
Flat,2,3.062710385307899,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2045.2348182705712,Owner
Flat,1,1.4829226243266203,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,2515.6874839329002,Owner
House,1,6.9739382902923674,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,2007.2423350803294,Owner
Flat,1,3.5961699315594635,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,1837.762842740574,Owner
House,4,1.9345997580578913,Balcony,0,7.5,0.2,0.15,-0.05,0.05,0.0,0.0,3705.2456085294857,Owner
Flat,4,4.532322288144664,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3156.9567004050596,Owner
House,2,27.285923153169108,Balcony,0,7.5,0.2,0.15,-0.05,0.05,0.0,0.0,772.1551572740011,Owner
Flat,4,2.8569693369842635,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3354.21976210689,Owner
Flat,2,12.672043585554833,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1508.2064052619367,Owner
Flat,4,2.115728767429429,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,3683.5548039824903,Owner
Flat,2,0.2814377083401599,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2960.5351326911846,Owner
Flat,5,1.1423014656553134,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,4124.00838284799,Owner
Flat,6,2.7123997473157786,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4077.0251979032964,Owner
Flat,4,1.2399671426590304,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3631.2214512439677,Owner
Flat,3,0.0011353199766673677,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2743.127332535725,Owner
Flat,3,12.325610569014234,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1856.3011139175576,Owner
House,4,9.285632827085458,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,2824.516057211705,Owner
House,4,6.779645081047453,Garden,1,7.5,0.2,0.15,-0.05,0.15,0.1,0.0,3660.2287479206743,Owner
House,7,0.9185001060743391,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,6831.669497538971,Owner
Flat,5,0.6412330583295656,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3870.837251927155,Owner
Flat,4,0.3499923282386663,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,3205.0583119174835,Owner
House,2,6.437300876406098,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,2348.2130048173776,Owner
Flat,4,13.211871371146206,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,1836.577686740752,Owner
House,6,2.8152969847732887,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,4566.803056699446,Owner
House,6,0.634286694446645,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,5747.71910263722,Owner
House,2,3.5912257890014225,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,2809.2920640859343,Owner
Flat,4,2.1449373171720083,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3228.293461247001,Owner
Flat,3,2.3486177371615256,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3067.021611324862,Owner
House,4,4.8554590693818245,Terrace,1,7.5,0.2,0.15,-0.05,0.1,0.1,0.0,4286.967375126275,Owner
Flat,4,6.341989784111247,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2526.332117354004,Owner
Flat,2,0.586061236596752,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2427.770049408527,Owner
Flat,4,0.18119501455745993,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3186.6597460355556,Owner
House,2,25.86309773195701,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,963.1321895499099,Owner
Flat,5,1.3245718340327208,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4017.3908757596864,Owner
Flat,5,0.2766678841507926,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,4265.682954848554,Owner
Flat,2,1.0528356423145457,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2406.8880356379673,Owner
Flat,4,0.19868503306108903,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3114.173991433548,Owner
House,4,2.486347083925783,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,3915.531573973902,Owner
Flat,5,8.107597621666283,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2170.1612486625863,Owner
Flat,5,2.0870137687341686,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3806.3649430190662,Owner
House,1,2.936584538182011,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2187.5606980378193,Owner
Flat,5,5.628685927925503,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3153.210895332996,Owner
Flat,2,3.555477156091545,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2216.85922003868,Owner
Flat,3,9.882464357690331,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1610.612327347661,Owner
Flat,6,10.050908730809612,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,2766.8156114314957,Owner
Flat,4,0.04980066673638775,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3655.715073261109,Owner
House,4,7.526432533147345,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3280.4701771461714,Owner
House,3,3.0877279100668584,Terrace,1,7.5,0.2,0.15,-0.05,0.1,0.1,0.0,3373.886074871812,Owner
House,2,22.477339135588927,Balcony,0,7.5,0.2,0.15,-0.05,0.05,0.0,0.0,1079.541001131502,Owner
House,1,3.3008069738118766,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2176.4955237451272,Owner
Flat,4,21.674167921601967,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1061.264256654401,Owner
Flat,5,7.023704510181924,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2757.059378645428,Owner
House,3,1.4291182327326566,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3783.849184005067,Owner
Flat,2,3.8652284354302098,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2157.548137410479,Owner
Flat,1,24.227070263269304,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,693.7672926456327,Owner
House,6,9.74314046792972,Garden,1,7.5,0.2,0.15,-0.05,0.15,0.1,0.0,4203.098610914352,Owner
House,3,0.5121955677309854,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3944.4550579675874,Owner
Flat,3,6.127208040387446,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2770.397613629633,Owner
Flat,1,2.1200264949748577,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2045.2995072349388,Owner
Flat,2,0.03503375967362231,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2290.115511719334,Owner
Flat,3,2.5832206677789116,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3064.043216441863,Owner
Flat,4,1.3377923965883423,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3247.062401743082,Owner
Flat,1,8.54268123052189,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1360.0499197053057,Owner
Flat,2,2.0573953452121447,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2634.756621792641,Owner
Flat,1,8.787477040994844,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,1443.2831192092262,Owner
Flat,3,0.0029905883575644283,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3037.2734320375034,Owner
Flat,4,1.8395400680797123,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3455.135258560419,Owner
Flat,5,1.3798559947031106,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3852.0361342941665,Owner
House,3,1.330042329500564,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3655.651647704174,Owner
Flat,4,0.35311360073131415,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3377.274913945912,Owner
Flat,5,1.0358851762558428,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,4089.003251250317,Owner
Flat,2,4.0545837427483145,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2127.3350669606693,Owner
House,2,1.7220457637370563,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3323.845602487822,Owner
Flat,4,2.7012273932976782,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,3752.973005683534,Owner
Flat,3,2.3649755390741216,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2899.7921151910673,Owner
Flat,3,10.433536366477671,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2230.106505822738,Owner
Flat,3,11.785153543676273,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,1667.8532046979888,Owner
Flat,6,3.395797052316041,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,4032.739075361399,Owner
Flat,2,2.0035517767770354,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2662.9427610369585,Owner
Flat,4,0.564727735982155,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,4239.845574577659,Owner
Flat,3,15.331082645374593,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1316.0640593695746,Owner
House,2,0.31058431806089415,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2952.2921666413445,Owner
Flat,3,1.7666190945233522,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2767.0921710697135,Owner
Flat,5,1.7695809153208517,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,3759.1283390668154,Owner
House,3,1.9312639084102636,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,3231.7907476925134,Owner
Flat,1,0.8973491936835555,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2552.9961461285093,Owner
Flat,5,7.643010617979017,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2583.6680911104077,Owner
Flat,6,0.6533794356954463,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,4547.213336556118,Owner
Flat,4,5.038011148725333,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3100.659965814498,Owner
House,6,0.6610671744528562,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,6358.97273145813,Owner
House,6,0.3657340658065671,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,6614.286680291469,Owner
Flat,3,12.00813383357463,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1809.2062649071936,Owner
Flat,4,1.0544000735833898,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3233.685039094829,Owner
Flat,3,8.608839810390341,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,1908.4461800388347,Owner
Flat,8,3.9332345832133426,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,6435.253984381898,Owner
Flat,3,0.40527224443641235,Balcony,1,7.5,0.0,0.15,-0.05,0.05,0.1,0.0,3207.442709974929,Owner
Flat,2,15.555512648309408,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1126.7291601215202,Owner
Flat,5,1.418192407260406,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3673.3092248483576,Owner
Flat,5,9.817914060771102,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2485.4108647705907,Owner
Flat,5,0.9244843851385582,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,5210.312660334696,Owner
House,4,9.618787577866016,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2365.5356175082334,Owner
Flat,4,0.06658546538187224,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3090.107923841835,Owner
Flat,2,3.584950451087789,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2775.699374074383,Owner
Flat,4,7.336276672151887,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2759.4020897402725,Owner
Flat,6,13.651135311510124,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2693.641367091734,Owner
Flat,3,11.995597600774017,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1866.1586428994817,Owner
Flat,2,8.563582693298919,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,1941.4852010133961,Owner
House,3,10.954831739603526,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,2116.2389129914563,Owner
Flat,5,1.1108431699845904,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,4439.282616050955,Owner
Flat,2,1.6716627069951087,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2170.165647934173,Owner
Flat,1,1.7051929070598755,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2238.3546446706164,Owner
Flat,7,2.3664766527883927,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,5035.777933014819,Owner
House,5,2.4987745740289817,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,4375.545214388646,Owner
Flat,5,3.932405144174518,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3595.0401943144475,Owner
Flat,3,0.8710512926934543,Balcony,1,7.5,0.0,0.15,-0.05,0.05,0.1,0.0,3219.862732846813,Owner
Flat,1,5.87606292773439,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1522.3502335439525,Owner
Flat,5,0.9170099370718936,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4076.681111769376,Owner
Flat,4,1.857554284363616,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,3194.885875183878,Owner
Flat,5,3.499299609455716,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,3594.942760605058,Owner
Flat,3,7.958986178905575,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2052.273603181578,Owner
Flat,2,6.72517159096781,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,1882.1866754752948,Owner
Flat,2,5.185719264139445,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1905.150969802511,Owner
Flat,4,0.8466708593202987,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,3587.684330095222,Owner
Flat,3,3.9598162960307586,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2396.1917769118727,Owner
Flat,6,0.4575428353977252,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,4634.115583481192,Owner
Flat,1,2.368959392421717,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1846.1906236120585,Owner
Flat,3,2.668053979617064,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2785.388609631516,Owner
House,5,0.2031279828179502,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,4982.123136058049,Owner
Flat,3,1.600944361885238,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,3019.4674781004896,Owner
Flat,3,15.578152791345701,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,1576.7096174122998,Owner
Flat,6,15.35579410874071,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2395.289751029006,Owner
Flat,5,2.171847116966015,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3794.3984873871673,Owner
Flat,5,0.2202825002621114,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4394.285466549114,Owner
Flat,2,0.9867390743107394,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2530.646580128369,Owner
House,5,2.4896933703682147,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,4873.907518254635,Owner
Flat,4,14.761419659569102,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1755.6026545216116,Owner
Flat,3,0.761090612731614,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2801.5070823974465,Owner
Flat,1,7.209370327744139,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,1662.650723650421,Owner
Flat,2,0.5752730898596463,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2606.5905354201445,Owner
Flat,4,19.884828678910107,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1444.970452382754,Owner
House,3,2.403232311918166,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,3513.4213454116148,Owner
Flat,2,7.4634890777812934,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,1820.3144184072798,Owner
House,1,2.097245267582794,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,2582.058842655466,Owner
House,2,4.939858527310383,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,2575.0820937911053,Owner
Flat,2,1.0660656375783344,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2325.244614555049,Owner
Flat,4,0.7892434912818771,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3540.018868658493,Owner
Flat,3,13.90827969287196,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,1645.519673198842,Owner
Flat,2,12.48371883853331,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,1721.091519059127,Owner
Flat,4,10.922630042230313,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2267.482985399016,Owner
Flat,4,4.909928943261176,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2988.3213703718593,Owner
Flat,3,8.258289084967904,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,2552.2859016763537,Owner
Flat,7,0.3576783847021495,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,6271.361170317994,Owner
House,1,2.038255291967881,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,2674.996276155242,Owner
Flat,2,1.8822249106318525,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2241.8481121634336,Owner
House,2,5.048137477576721,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,2855.7314038962877,Owner
Flat,3,2.1999549294118883,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2439.5950447855025,Owner
Flat,3,0.8038187163035273,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3034.5638064950444,Owner
Flat,2,4.5374859855645395,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1887.778591636357,Owner
Flat,2,8.420374140282519,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,1759.5027272424975,Owner
House,1,2.4073333535811168,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,2574.3325644721203,Owner
Flat,5,0.7093659592899565,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,4132.240649391455,Owner
House,2,1.0950617157946794,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2843.4307240483618,Owner
Flat,6,1.3556543794021754,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,4227.2421263323695,Owner
Flat,2,1.7826432945840842,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,2994.9307165140917,Owner
House,2,5.147228148503714,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,2807.8091167905277,Owner
House,1,4.593286205970265,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,1981.2644023386606,Owner
House,3,5.954951573057113,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2458.561465549176,Owner
Flat,2,2.2510205747250507,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,2729.9673539271794,Owner
Flat,2,8.686289712209756,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,1635.4509472823188,Owner
House,6,1.1413311314114352,Garden,1,7.5,0.2,0.15,-0.05,0.15,0.1,0.0,7219.25024074266,Owner
Flat,3,3.1653499900349047,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2567.54253030065,Owner
House,7,8.07071284853173,Balcony,0,7.5,0.2,0.15,-0.05,0.05,0.0,0.0,4328.626542570692,Owner
House,3,0.9932221514339052,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,3025.047781791542,Owner
Flat,5,0.5819001164852889,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,4859.051887002141,Owner
House,2,10.75722187944322,Terrace,1,7.5,0.2,0.15,-0.05,0.1,0.1,0.0,2114.15802177202,Owner
House,3,2.0998210401133295,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3666.1588702611525,Owner
Flat,1,5.758010763540458,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1454.4426952077552,Owner
House,4,0.1283770737638887,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,3880.0852156173473,Owner
Flat,4,5.856671229382661,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2717.3940318530867,Owner
House,2,1.8997274431331455,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2717.2147821908675,Owner
Flat,4,0.2867731550269619,Terrace,1,7.5,0.0,0.15,-0.05,0.1,0.1,0.0,3878.3227905111726,Owner
House,2,4.70564278237165,Terrace,1,7.5,0.2,0.15,-0.05,0.1,0.1,0.0,2968.643393258052,Owner
Flat,4,1.3774752906947654,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3387.1536417957664,Owner
Flat,1,2.4453797115747515,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,2039.81019362771,Owner
House,2,0.4200656300335847,Garden,1,7.5,0.2,0.15,-0.05,0.15,0.1,0.0,3770.683259958002,Owner
Flat,1,0.795935672216736,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2289.125527943222,Owner
Flat,5,1.7689472370675288,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,3816.669192296265,Owner
House,7,0.47023214644833844,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,5826.992546937382,Owner
House,4,12.085843649551244,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,2250.7124938079087,Owner
Flat,3,0.030327002961936713,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,3018.053876667139,Owner
Flat,5,3.306888282559127,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,3645.5819416429604,Owner
Flat,2,0.6576524538653421,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2643.061148823973,Owner
Flat,1,1.8385284366564467,Balcony,0,7.5,0.0,0.15,-0.05,0.05,0.0,0.0,2176.843513522491,Owner
Flat,4,13.022476861313057,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2007.5289941867352,Owner
Flat,3,0.8818637500620277,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2878.0598177011248,Owner
House,4,16.882375513656626,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,1918.419882620143,Owner
House,6,1.1520644010807304,Nothing,1,7.5,0.2,0.15,-0.05,0.0,0.1,0.0,6281.940296730329,Owner
House,2,6.765576782451039,Garden,1,7.5,0.2,0.15,-0.05,0.15,0.1,0.0,2979.432732029431,Owner
Flat,3,3.9557548382169077,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2669.8139055388547,Owner
Flat,6,10.79150294663645,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,3007.917928279328,Owner
Flat,3,4.037106024430614,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2644.9660171665955,Owner
Flat,4,3.823852032951791,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2913.8746700221513,Owner
Flat,6,1.0874105401548078,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,4435.445319504638,Owner
House,2,0.908984644486146,Terrace,0,7.5,0.2,0.15,-0.05,0.1,0.0,0.0,3257.9496695459493,Owner
Flat,4,12.413893644023844,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2169.444758514115,Owner
Flat,7,1.986280959599893,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,4284.45646794312,Owner
Flat,3,2.3267305016637416,Nothing,1,7.5,0.0,0.15,-0.05,0.0,0.1,0.0,2629.372620255622,Owner
House,5,7.131909344466029,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,3433.869106763677,Owner
Flat,6,2.068672142609829,Terrace,0,7.5,0.0,0.15,-0.05,0.1,0.0,0.0,4372.5255540775825,Owner
Flat,5,15.18928043359221,Garden,1,7.5,0.0,0.15,-0.05,0.15,0.1,0.0,2383.709319735785,Owner
Flat,4,6.69567561186252,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2541.053586930167,Owner
Flat,3,4.549422013624883,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,2633.9335082394505,Owner
Flat,5,10.638755849505417,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2439.3648689756765,Owner
House,4,0.254392735453842,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,4308.199258397559,Owner
Flat,7,1.4857180746479344,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,4405.217770652544,Owner
Flat,2,3.1277822441201364,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2081.478011595856,Owner
Flat,3,1.2872423406502642,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,2710.3719500982306,Owner
House,2,6.811037704843597,Nothing,0,7.5,0.2,0.15,-0.05,0.0,0.0,0.0,2117.1230144379538,Owner
Flat,3,12.579388563121466,Nothing,0,7.5,0.0,0.15,-0.05,0.0,0.0,0.0,1363.2931244180775,Owner
Flat,4,2.756243002811302,Garden,0,7.5,0.0,0.15,-0.05,0.15,0.0,0.0,3320.0391296618204,Owner
House,4,2.0937594394579033,Balcony,0,7.5,0.2,0.15,-0.05,0.05,0.0,0.0,3569.1707076096636,Owner
House,1,16.292078122504407,Garden,0,7.5,0.2,0.15,-0.05,0.15,0.0,0.0,1364.9590693103917,Owner
